id,country,state,city,school,station,frequency,emails,music_director,phone,website,address,ig_handles,station_type,genre_hints,submission_methods,flags,outreach_ease,show,notes_raw,source_page
S211,USA,MA,Waltham,Brandeis University,WBRS 100.1,100.1,,-,781-736-4786,wbrs.org,WBRS 100.1FM HIP- Hop/Urban Brandeis University Shapiro Campus Center 415 South Street,brandeiswbr,college,,,,hard,Schedule,IG @brandeiswbr s,21
S212,USA,MA,Wellesley,Wellesley College,WZLY 91.5,91.5,,-,781-283-2690,wzly.org,-,wzly,college,,,,hard,Schedule,(Women’s College) IG @wzly,21
S213,USA,MA,Williamstown,Williams College,WCFM 91.9,91.9,drm7@williams.edu; hmm3@williams.edu,Dahlia Miller Hugh Murphy,413-597-2197,williams.edu.wcf m,"WCFM Williamstown 91.9 FM Hip-Hop/Rap Paresky Ctr. Williamstown, MA 01267",wcfmradio,college,,email,,easy,Schedule,DJ Schedule on website IG @wcfmradio,21
S214,USA,MI,Ann Arbor,University of Michigan,WCBN 88.3,88.3,radio@wcbn.org; music@wcbn.org,-,734-763-3500,wcbn.org,"WCBN-FM 515 E Jefferson St Ann Arbor, Michigan 48109",wcbn_fm,college,,email,,easy,Schedule,IG @wcbn_fm,21
S215,USA,MI,Detroit,Wayne State University,WDET 101.9,101.9,feedback@wdet.org,-,313-577-4146,wdet.org Contact Form,"4600 Cass Avenue Detroit, MI 48201",wdetdetroit,college,,form; email,,easy,Schedule,IG @wdetdetroit,21
S216,USA,MI,Lansing,Michigan State University,WDBM 88.9,88.9,manager@impact89fm.org; pd@impact89fm.org,-,517-884-8900 517-884-8989,impact89fm.org,"234 Wilson Road, Suite G-4 East Lansing, MI 48825",impact89fm,college,,email,,easy,Schedule,IG @impact89fm,21
S217,USA,MI,Marquette,Northern Michigan University,WUPX 91.5 Radio X,91.5,wupx@nmu.edu,-,(906) 227-2348,nmu.edu/wupx,-,wupxradiox,college,,email,,easy,Schedule,IG @wupxradiox,21
S218,USA,MN,Duluth,University of Minnesota Duluth,kumd 103.3,103.3,,-,218-726-7181,kumd.org,"KUMD Attn: Michael Mayou 130 Humanities 1201 Ordean Ct. Duluth, MN 55812",,college,,,,hard,-,-,21
S219,USA,MN,Minneapolis,University of Minnesota,100.7 104.5,100.7,music@radiok.org,-,612-625-3500,radiok.org,"Radio K - KUOM University of Minnesota 610 Rarig Center 330 21st Ave. S Minneapolis, MN 55455-4405",,college,,email,,easy,Schedule,-,22
S220,USA,MN,Moorhead,Minnesota State University Moorhead,Dragon Radio 1500am +online,1500,kmscdirector@gmail.com,-,218-477-2115,dragonradio.org,"kmsc 1500am Owens Hall Box 138 Moorhead, MN 56563",kmscdragonradi,college,,email,,easy,Schedule,IG @kmscdragonradi o,22
S221,USA,MN,Northfield,Carleton College,KRLX 88.1,88.1,music@krlx.org,-,507-222-4127,krlx.org,-,krlxfm,college,,email,,easy,Schedule,IG @krlxfm,22
S222,USA,MN,Northfield,St. Olaf College,KSTO 93.1,93.1,ksto-exec@stolaf.edu,-,507-786-3602,kstoradio.org,-,kstoradio,college,,email,,easy,Schedule,IG @kstoradio,22
S223,USA,MN,St. Cloud,St. Cloud State University,kvsc 88.1,88.1,music@kvsc.org,-,320-308-5872,kvsc.org Submission Info,"KVSC 88.1 FM 720 Fourth Avenue South 27 Stewart Hall, SCSU Saint Cloud, MN 56301-4498",kvsc881fm,college,,email,,easy,Schedule,IG @kvsc881fm,22
S224,USA,MN,Saint Paul,University of St. Thomas,KUST Campus Radio,,kust@stthomas.edu,-,(949) 872-7881,-,"2115 Summit Avenue OEC Lower Level 14 St. Paul, MN 55105",kustradio,college,,email,,easy,-,IG @kustradio,22
S225,USA,MO,Columbia,University of Missouri,KCOU 88.1,88.1,md@kcou.fm,-,573-882-8262,KCOU.FM,"Program Director C/o kcou 88.1 Fm 2500 MU Student Center Columbia, MO 65211",,college,,email,,easy,-,-,22
S226,USA,MO,Springfield,Drury University,KDRU 98.1,98.1,,Maddie,-,kdruradio.com,-,funkyfresh_fm; kdruradio,college,,,,hard,Schedule,IG @funkyfresh_fm @kdruradio,22
S227,USA,MO,Parkville,Park University,KGSP 90.5,90.5,ristin.shaw@park.edu,-,816-741-2000,kgsp.park.edu,"Park University Copley Hall 206 8700 NW River Park Dr. Parkville, MO 64152",,college,,email,,easy,-,-,22
S228,USA,MO,Rolla,Missouri University Of Science and Tech.,KMNR 89.7,89.7,stationmanager@kmnr.org; music@kmnr.org,-,504-656-6735 573-34 1-4273,kmnr.org,"KMNR 218 Havener Center 1346 N. Bishop Ave Rolla, MO 65409-1440",,college,,email,,easy,-,I G @ k m nr89.7,22
S229,USA,MN,Winona,Winona State University,KQAL 89.5 Fm,89.5,kqalfm@winona.edu,-,507-457-2222,kqal.org,"KQAL FM 89.5 Winona State University P.O. Box 5838 Winona, MN 55987",kqal895,college,,email,,easy,Schedule,IG @kqal895,22
S230,USA,MS,Oxford,University of Mississippi,WVMS 92.1,92.1,,-,662-915-6692,myrebelradio.com,"Rebel Radio P.O Box 1848 SMC/201 Bishop Hall University, MS 38677",,college,,,,hard,Schedule,Submit online,22
S231,USA,MS,Starkville,Mississippi State University,WMSV 91.5,91.5,wmsv@msstate.edu,-,662-325-8481,WMSV.msstate.e du,"WMSV Radio P.O Box 6210 Student Media Center. Mississippi State, MS 39762",msuradio_wm,college,,email,,easy,Schedule,IG @msuradio_wm sv,22
S232,USA,NE,Lincoln,University of Nebraska-Lincoln,KRNU 90.3,90.3,,Rich Bennett,402-472-8277,nebraskanews service.net/ 90_3_krnu/,"90.3 KRNU Attn: Music Director 147 Andersen Hall University of Nebraska- Lincoln Lincoln, NE 68588",90.3krnu,college,,,,hard,Schedule,IG @90.3krnu,22
S233,USA,NV,Reno,"University of Nevada, Reno",Wolfpack Radio,,wolfpackradiomanager@unr.edu,-,775-784-6589,wolfpackradio.org,-,thesnakesnest; wolfpackradio,college,,email,,easy,Schedule,IG @thesnakesnest @wolfpackradio,22
S234,USA,NV,Las Vegas,"University of Nevada, Las Vegas",KUNV 91.5 The Rebel HD2,91.5,,-,702-895-3915,kunv.org Live Stream Here,"Main Campus 4505 S. Maryland Pkwy. Greenspun Hall Box 2010 Las Vegas, NV 89154",therebelhd2; 915kunv,college,,links_preferred,,easy,Schedule,IG: @therebelhd2 @915kunv,22
S235,USA,NH,Durham,University of New Hampshire,WUNH 91.3,91.3,,-,603-862-2222,unh.edu,"WUNH Music Director University Of New Hampshire 83 Main st. Durham, NH 03824",wunh_913,college,,,,hard,Schedule,IG @wunh_913,22
S236,USA,NH,Plymouth,Plymouth State University,WPCR 91.7,91.7,cwr1018@plymouth.edu,-,-,plymouth.edu/ wpcr,-,91.7wpcr,college,,email,,easy,Schedule,IG @91.7wpcr,23
S237,USA,NJ,Madison,Fairleigh Dickinson University,WFDU 89.1,89.1,kenob1@fdu.edu,-,201-692-2012,wftu.fm,-,wfduradio,college,,email,,easy,Schedule,IG @wfduradio,23
S238,USA,NJ,New Brunswick,Rutgers University,WSRU 88.7,88.7,hiphop@radio.rutgers.edu,Seyi Aladejobi,732-932-7800,radio.rutgers.edu,"WSRU-FM Hip Hop 126 College Ave New Brunswick, NJ 08901",wrsurutgersra,college,hip-hop,email,,easy,Schedule,IG @wrsurutgersra dio,23
S239,USA,NJ,Piscataway,Rutgers University Livingston campus,WVPH 90.3 The Core,90.3,generalmanager@thecore.fm,-,732-445-9300,thecorefm.carrd.co,-,thecorefm,college,,email,,easy,Schedule,IG @thecorefm,23
S240,USA,NJ,Pomona,Stockton University,WLFR 91.7,91.7,,-,609-652-4781,stockton.edu,"WLFR-FM Stockton University 101 Vera King Farris Dr. Galloway, NJ 08205",wlfr91.7,college,,,,hard,Schedule,IG @wlfr91.7,23
S241,USA,NJ,Princeton,Princeton University,WPRB 103.3,103.3,,-,-,wprb.com,"Music Director 30 Bloomberg Hall Princeton, NJ 08544",wprb,college,,physical,,hard,Schedule,CDs + Vinyls only IG @wprb,23
S242,USA,NJ,West Long Branch,Monmouth University,WMCX 88.9,88.9,wmcxmusic@monmouth.edu,-,732-571-3493,wmcx.com,-,wmcx889,college,,email,,easy,Schedule,IG @wmcx889,23
S243,USA,NJ,Trenton,The College of New Jersey,WTSR 91.3,91.3,music@wtsr.org,Brian Marino,609-771-2420,wtsr.org,"WTSR ℅ Kendal Hall The College of New Jersey PO Box 7718 Ewing, NJ 08628",wtsr913fm,college,,email,,easy,Schedule,IG @wtsr913fm,23
S244,USA,NJ,Union,Kean University,WKNJ 90.3,90.3,batistfa@kean.edu,Fabiel,-,wknj903.com,-,,college,,email,,easy,Schedule,IG: wknj903,23
S245,USA,NJ,Wayne,William Paterson University,WPSC 88.7,88.7,wpscmusic@wpunj.edu; wpscprogramming@wpunj.edu,Robert Taylor,973-720-3333 973-720-2738,gobrave.org,"Brave New Radio William Paterson University 300 Pompton Road Wayne, NJ 07470",,college,,email,,easy,Schedule,IG: BraveNewRadio,23
S246,USA,NM,Las Cruces,New Mexico State University,KRUX 91.5,91.5,kruxfmmusic@gmail.com,-,575-646-9150,kruxradio.com,"Music Director 91.5 fm New Mexico State University Box 30001/Corbett Center Las Cruces, NM 88003",KruxFM,college,,email,,easy,Schedule,IG: @KruxFM,23
S247,USA,NY,Albany,University Of Albany,WCDB 90.9,90.9,urban@wcdbfm.com,-,518-442-5262,wcdbfm.com Complete Contacts list,"WCDB 90.9 University of Albany Campus Center 316 1400 Washington Ave Albany, NY 12222",wcdb_albany,college,,email,,easy,Schedule,IG @wcdb_albany,23
S248,USA,NY,Auburn,Cayuga Community College,WDWN 89.1,89.1,wdwn@hotmail.com,-,315-255-1743 ext.2284,wdwn.fm,"197 Franklin St. Auburn, New York 12021",win89fm,college,,email,,easy,-,IG @win89fm,23
S249,USA,NY,Buffalo,Buffalo State College,WBNY 91.3,91.3,music@wbny.org,-,716-878-3080,wbny.edu,"wbny-fm 1300 Elmwood Ave Campbell Room 220 Buffalo, NY 14222",91.3fm_wbny,college,,email,,easy,Schedule,IG @91.3fm_wbny,23
S250,USA,NY,Garden City,Nassau Community College,WHPC 90.3,90.3,whpc@ncc.edu; gina90.3whpc@gmail.co,Shawn Novatt Kim Nadler Gina,516-572-7438,whpcradio.ncc.edu,"ATTN: WHPC 1 Hospital Rd. Garden City, NY 11530",903whpc; 1andonlygina,college,,email,,easy,Schedule Hidden Gemz,IG @903whpc @1andonlygina TikTok @1andonlygina,23
S251,USA,NY,Geneva,Hobart & William Smith Colleges,WHWS 105.7,105.7,corren@hws.edu,-,-,whwsblog.wpcom staging.com,"300 Pulteney St. Geneva, NY 14456",whws.fm,college,,email,,easy,Schedule,IG @whws.fm,23
S252,USA,NY,Hamilton,Colgate University,WRCU 90.1,90.1,wrcumusicdirector@colgate.edu,-,315-228-7109,wrcufm.org,-,wrcu90.1,college,,email,,easy,Schedule,IG @wrcu90.1,24
S253,USA,NY,Harlem,City College of New York,WHCR 90.3,90.3,,-,212-650-7481,whcr.org,"WHCR 90.3 160 Convent Avenue, NAC 1/513 New York, NY 10031",whcr903,college,,,,hard,Schedule,Submission Instructions Here IG @whcr903,24
S254,USA,NY,Ithaca,Ithaca College,WICB 91.7,91.7,,-,607-274-3217,wicb.org Contact List,"WICB Ithaca College Communications 953 Danby Road Ithaca, NY 14850",wicb,college,,,,hard,Schedule,IG @wicb,24
S255,USA,NY,Bushwick,-,Bushwick Radio,,bushwickradio@yahoo.com,DJ Primetime,347-449-3808,-,-,bushwickradio,college,,email,,easy,-,@bushwickradio,24
S256,USA,NY,Brooklyn,Brooklyn College,WBCR,,teatakesradio@gmail.com,Tea,718-951-4444,wbcr.net Livestream Here,"Whitehead Hall Room 306A Brooklyn College —————————— 2900 Bedford Ave Brooklyn, NY 11210",wbcr_cuny; teatakesradio,college,,links_preferred; email,,easy,-,IG @wbcr_cuny @teatakesradio,24
S257,USA,NY,Brooklyn,Kingsborough Community College,WKRB 90.3,90.3,kilgraveradio@gmail.com,-,-,wkrb.org,-,kilgravemedia; wkrb_radio,college,,email,,easy,-,IG @kilgravemedia @wkrb_radio,24
S258,USA,NY,New York City,New York University,WNYU 89.1,89.1,music@wnyu.org,-,212-998-1660,wnyu.org,"wnyu Radio 5-11 University Pl. New York, NY 10003",wnyu,college,,email,,easy,Schedule,IG @wnyu,24
S259,USA,NY,New York City,Fordham University,WFUV 90.7,90.7,musicdept@wfuv.org,-,718-817-4550,wfuv.org Contact Form,"WFUV, Fordham University, 441 E. Fordham Rd., Bronx, NY 10458-9993",wfuv,college,,form; email,,easy,Schedule,IG @wfuv,24
S260,USA,NY,NY,-,WCCR 590am,590,wccr640am@gmail.com,-,212-650-5027,-,"160 Convent Ave NAC 1/108 New York, New York",wccr590am,college,,email,,easy,-,IG @wccr590am,24
S261,USA,NY,Old Westbury,State University of New York at Old Westbury,OWWRNY Web Radio,,radio@oldwestbury.edu,Dj Sandra Dee,516-876-7502,owwrny.org,"OWWR, Old Westbury Web Radio, SUNY College at Old Westbury PO Box 210 Old Westbury, NY 11568",owwrny; djsandradee,college,,email,,easy,Schedule,IG @owwrny @djsandradee,24
S262,USA,NY,Oneonta,State University of New York at Oneonta,WONY 90.9,90.9,wonyhiphop1@gmail.com,Mark,607-436-2712,wonyfm.com,-,wonyfm,college,hip-hop,email,,easy,Schedule,IG @wonyfm,24
S263,USA,NY,Oswego,State University of New York at Oswego,WNYO 88.9,88.9,hiphopwnyo@gmail.com; hiphop@wnyo889.org; music@wnyo889.org; alt@wnyo889.org,-,-,wnyo889.org,-,wnyo889fm,college,hip-hop,email,,easy,Schedule,IG @wnyo889fm,24
S264,USA,NY,Potsdam,Clarkson University,The Source 91.1,91.1,,-,315-268-7658,,"WTSC 91.1 The Source Clarkson University 10 Clarkson Ave Po Box 8743 Potsdam, NY 13699",wtscthesource,college,,,,hard,Schedule,IG @wtscthesource,24
S265,USA,NY,Poughkeepsie,Vassar College,WVKR 91.3,91.3,hiphop@wvkr.org,Braiden Morris Bill Skillz IG: billskillz,845-437-5476,wvkr.org,"Hip Hop Director ℅ 124 Raymond Ave Box 726 Poughkeepsie, NY 12604",wvkr_fm,college,hip-hop,physical; email,,easy,Schedule,send CD IG @wvkr_fm,24
S266,USA,NY,Queens,St. John’s University,WSJU,,wsju.gm@gmail.com; wsjusubmissions@gmail.co,-,-,wsjuradio.com,"424E Marillac Hall 8000 Utopia Pkwy Jaimaica, NY 11439",wsjuradio,college,,email,,easy,Schedule,IG @wsjuradio,24
S267,USA,NY,Riverhead,Five Towns College,WFTU 1570 AM,1570 AM,wfturadio@ftc.edu,-,631-656-2110,WFTUradio.com,-,wfturadio,college,,email,,easy,Schedule,IG @wfturadio,25
S268,USA,NY,Rochester,Rochester Institute of Tech,WITR 89.7,89.7,music@witr.rit.edu,Liam Lynch,585-475-2000,-,"WITR Radio 32 Lomb Memorial Dr. Rochester, NY 14623",witr897,college,,email,,easy,-,IG @witr897,25
S269,USA,NY,Stony Brook,Stony Brook University,WUSB 90.1 & 107.3,90.1,md.wusbradio@gmail.com,-,631-632-6500,wusb.fm,"WUSB Radio Attn: Music Director 2nd Floor West Side Dining Stony Brook, NY 11794",stonybrookwu,college,,email,,easy,Schedule,IG @stonybrookwu sb,25
S270,USA,NY,ST. Bonaventure,St. Bonaventure University,WSBU 88.3,88.3,musicwsbu@yahoo.com; stutzsa20@bonaventure.edu,Steven Stutz,716-375-2332,wsbu.org,"WSBU-FM P.O BOX Drawer O St. Bonaventure, NY 14778",wsbuthebuzz,college,,email,,easy,Schedule,IG @wsbuthebuzz,25
S271,USA,NY,Syracuse,Syracuse University,WERW Internet Radio,,werw.programming@gmail.com,-,-,WERWradio.com,-,werwradio; werwmedia,college,,email,,easy,-,IG @werwradio @werwmedia,25
S272,USA,NY,Troy,Rensselaer Polytechnic Institute,WRPI 91.5,91.5,wrpitroy.md@gmail.com,Staff List,518-276-6248,wrpi.org,-,wrpitroy,college,,email,,easy,Schedule,IG @wrpitroy,25
S273,USA,NY,Utica,Utica College,WPNR 90.7,90.7,wpnr@utica.edu,MD: Jovina Taylor DJs: DJ Candi DJ Tiff Dollaz,-,pioneerradio.org,"WPNR-FM Strebel Student Center 201 1600 Burrstone Rd. Utica, NY 13501",wpnr907,college,,email,,easy,-,IG @wpnr907,25
S274,USA,NY,Westchester,Westchester Community College,WARY Power 88.1,88.1,radomes.ocasio@sunywcc.edu; wary881@sunywcc.edu; YoPlayMySht@gmail.com,Fuge Edwards (HipHop/R&B),914-751-4696,-,"Wary Power 88.1fm Westchester Community College 75 Grasslands Rd. Valhalla, NY 10595",doodooboyfug,college,hip-hop,email,,easy,-,@doodooboyfug e_,25
S275,USA,NC,Boone,Appalachian State University,WASU 90.5,90.5,music.wasu@gmail.com,-,828-264-4905,wasuradio.com,"WASU Radio 920 Rivers St. Boone, NC 28609",90.5wasufm,college,,email,,easy,Schedule,IG @90.5wasufm,25
S276,USA,NC,Durham,Duke University,WXDU 88.7,88.7,music@wxdu.org,-,919-684-2957,wxdu.org,"WXDU 88.7 FM PO Box 90689 Duke Station Durham, NC 27708",wxdu,college,,email,,easy,Schedule,@wxdu,25
S277,USA,NC,Chapel Hill,University of North Carolina at Chapel Hill,WXYC 89.3,89.3,info@wxyc.org,-,919-962-8989 919-800-7812,wxyc.org,"WXYC Music Department CB #5210, Carolina Union Chapel Hill, NC 27599",wxyc893,college,,email,,easy,Schedule,IG @wxyc893,25
S278,USA,NC,Greensboro,North Carolina A&T State University,WNAA 90.1,90.1,wnaafm@ncat.edu,-,-,ncat.edu,"NC A&T State University WNAA FM D. Cherie Lofton, MD 302 Crosby Hall Greensboro, NC 27411-1135",ncat_wnaa,college,,email,,easy,-,include 1pg. Bio IG @ncat_wnaa,25
S279,USA,NC,Greensboro,Guilford College,WQFS 90.9,90.9,wqfsmusic@guilford.edu,Lexi McGraw,336-316-2444,wqfs.org,"5800 W. Friendly Ave Greensboro, NC 27410",wqfs,college,,email,,easy,Schedule,IG @wqfs,25
S280,USA,NC,Raleigh,North Carolina State University,WKNC 88.1,88.1,wknc-underground@ncsu.edu,Mere Howell,919-515-2401,wknc.org,-,wknc881; altrap_pipeline,college,hip-hop,email,,easy,Schedule 1 Schedule 2,studio rental for recording available IG @wknc881 @altrap_pipeline,25
S281,USA,NC,Salisbury,Livingston College,WLJZ 107.1,107.1,wljz1071.request@gmail.com; mzgoodnewz7@gmail.com,Genia Woods,text Radio to: 980-324-3636,wljz1071.com,-,wljz107.1; mzgoodnewz,college,,email,,easy,Schedule,IG @wljz107.1 @mzgoodnewz,25
S282,USA,OH,Alliance,University of Mount Union,WRMU 91.1,91.1,raiderradio911@gmail.com,-,330-823-3777,-,"WRMU 91.1 FM 1972 Clark Ave, Alliance, OH 44601",raiderstudent,college,,email,,easy,-,IG @raiderstudent media,25
S283,USA,OH,Ashland,Ashland University,WRDL 88.9,88.9,news@wrdlfm.com,-,419-207-4889,wrdlfm.com,"401 College Ave Ashland, OH 44805",889_wrdl,college,,email,,easy,Schedule,IG @889_wrdl,26
S284,USA,OH,Bowling Green,Bowling Green State University,WBGU 88.1,88.1,bgfalconmedia@gmail.com; wbgufm88.1@gmail.com,-,419-372-8810,bgfalconmedia.co m,"101 Kuhlin Center Bowling Green, OH 43403",wbgufm,college,,email,,easy,-,IG @wbgufm,26
S285,USA,OH,Cincinnati,University of Cincinnati,Bearcast Radio,,,-,-,bearcastmedia.co m,-,bearcastmedia,college,,,,hard,Schedule,submit online website IG @bearcastmedia,26
S286,USA,OH,Cleveland,Baldwin-Wallace College,WBWC 88.3,88.3,musicwbwc@yahoo.com; programming@wbwc.com,Kevin,440-826-2145,wbwc.com,"WBWC ATTN: Music Director 275 Eastland Road BEREA, OH 44017",,college,,email,,easy,Schedule,-,26
S287,USA,OH,Cleveland,Cleveland State University,WCSB 89.3,89.3,mdirector.wcsb@gmail.com; theillnation@gmail.com,Jacob Clark Omar Idris Docta ILL,216-687-3515,wcsb.org,"WCSB 3100 Chester Ave. 4th Floor Cleveland, OH 44115",theILLnation,college,,email,,easy,Schedule,IG @theILLnation “I Love Life Nation”,26
S288,USA,OH,Cleveland,John Carroll University,WJCU 88.7,88.7,zach@808mixtape.com; wjcumusic@gmail.com; wjcu.info@gmail.com; music@808Mixtape.com; interview@808Mixtape.com,Zach,216-397-4437 216-397-4937,wjcu.org,"Music Director WJCU Radio 1 John Carroll Blvd, University Heights, OH 44118",808mixtape; wjcu887,college,,email,,easy,Schedule,IG @808mixtape @wjcu887,26
S289,USA,OH,Columbus,Capital University,WXCU Radio,,,-,614-236-6336,wxcuradio.com,"WXCU Radio Capital University 1 College and Main Columbus, OH 43209",wxcuradio,college,,physical,,hard,-,send cd or usb IG @wxcuradio,26
S290,USA,OH,Dayton,University of Dayton,WUDR 99.5,99.5,wudrmusic@gmail.com,student operated,937-229-3058,-,-,wudr99.5,college,,email,,easy,-,IG @wudr99.5,26
S291,USA,OH,Dayton,Wright State University,WWSU 106.9,106.9,music@wwsu1069.org,Akya Robinson,937-775-5554,wright.edu/wwsu,-,wwsu1069,college,,email,,easy,Schedule,IG @wwsu1069,26
S292,USA,OH,Findlay,University of Findlay,WLFC 88.3,88.3,wlfcmusic@gmail.com,-,419-434-4747,-,"1000 N. Main St. Findlay, OH",wlfc883,college,,email,,easy,-,IG @wlfc883,26
S293,USA,OH,Gambier,Kenyon College,WKCO 91.9,91.9,wkco@kenyon.edu,-,740-427-5412,wkco919.org,"WKCO 101 E Brooklyn St. Gambier, OH 43022",wkco91.9,college,,email,,easy,-,IG @wkco91.9,26
S294,USA,OH,Youngstown,Youngstown State University,Rookery Radio,,rookerydj@ysu.edu; ysurookerydj@gmail.com,Jack Leeper,-,rookeryradio.com,-,jckleepr,college,,email,,easy,HipHop/House Thurs. 1pm,IG @jckleepr,26
S295,USA,OR,Corvallis,Oregon State University,KBVR 88.7,88.7,fm.music@oregonstate.edu,Thomas Mahler,541-737-2589,kbvr.com,-,kbvrfm,college,,email,,easy,Schedule,IG @kbvrfm,26
S296,USA,OR,Eugene,University of Oregon,KWVA 88.1,88.1,music@kwvaradio.org; musicblog@kwvaradio.org,Miguel Perez,541-346-4091,kwva.uoregon.ed u,-,kwva881,college,,email,,easy,-,IG @kwva881,26
S297,USA,OR,Portland,Portland State University,KPSU,,music@kpsu.org,Sophie,503-725-5669,kpsu.org,"KPSU P.O. Box 751-KPSU/ VG Portland, OR 97207",kpsu_radio,college,,email,,easy,Schedule,IG @kpsu_radio,26
S298,USA,OR,Salem,-,KMUZ 100.7 & 88.5,100.7,,-,503-990-6091,kmuz.org,"KMUZ FM PO Box 12038 Salem, OR 97309",kmuzfm,college,,,,hard,Schedule,IG @kmuzfm,26
S299,USA,PA,Blue Bell,Montgomery Community College,MONTCO Radio,,sadfacevalentinebusiness@gmail.com,Ricky aka Sad Face,215-619-7366,montcoradio.wixsite .com/montcoradio,"340 Dekalb Pike Blue Bell, PA 19422",sad_face_vale,college,,email,,easy,Schedule,IG @sad_face_vale ntine,27
S300,USA,PA,Easton,Lafayette College,WJRH 104.9,104.9,wjrh@lafayette.edu,-,610-330-5316,wjrh.org,"Attn: Music Director WJRH Box 9473 111 Quad Drive Easton, PA 18042",wjrh_radio,college,,email,,easy,Schedule,IG @wjrh_radio,27
S301,USA,IN,PA,Indiana University of Pennsylvania,WIUP 90.1,90.1,wiupfm@gmail.com,Ali Appleman Music Director,724-357-3219,wiupfm.org,"121 Stouffer Hall Indiana, PA 15705",wiupfm,college,,email,,easy,Schedule,IG @wiupfm,27
S302,USA,PA,Mansfield,Mansfield University,WNTE 89.5,89.5,wnte@mansfield.edu,-,570-662-4650,-,-,wnte895_mu,college,,email,,easy,-,IG @wnte895_mu,27
S303,USA,PA,Millersville,Millersville University,WIXQ 91.7,91.7,musicdirector@917theville.com,Sam Bailey,-,917theville.com,"WIXQ-FM Music Director Student Memorial Center Millersville University Millersville, PA 17551",wixq,college,,email,,easy,Schedule,IG @wixq,27
S304,USA,PA,Philadelphia,Drexel University,WKDU 91.7,91.7,,-,215-895-2082,wkdu.org/contact,"WKDU 91.7FM 3210 Chestnut St Philadelphia, PA 19104",wkdu,college,,,,hard,Schedule,Submit online website IG @wkdu,27
S305,USA,PA,Philadelphia,University of Pennsylvania,WQHS Radio,,wqhsradio@gmail.com,Nour,215-898-3500,https:// wqhs.upenn.edu/,"WQHS Radio Hollenback Center, 3000 South Street Philadelphia, PA 19104",wqhsradio,college,,email,,easy,Schedule,IG @wqhsradio,27
S306,USA,PA,NW Philadelphia,-,WGGT 92.9,92.9,music@gtownradio.com,-,215-609-4301,gtownradio.com,"G-Town Radio 24 Maplewood Mall Philadelphia, PA 19144",gtownradio,college,,email,,easy,Schedule,IG @gtownradio,27
S307,USA,PA,Pittsburgh,University of Pittsburgh,WPTS 92.1,92.1,wpts@pitt.edu,-,412-648-7990,wptsradio.org,"411 William Pitt Union 3959 Fifth Avenue Pittsburgh, PA 15260",wptsradio,college,,email,,easy,Schedule,IG @wptsradio,27
S308,USA,PA,Pittsburgh,Carnegie Mellon University,WRCT 88.3,88.3,,-,412-621-0728,wrct.org,"1 WRCT Plaza 5000 Forbes Avenue Pittsburgh, PA 15213",wrct88.3,college,,,,hard,Schedule,IG @wrct88.3,27
S309,USA,PA,Lancaster,Franklin and Marshall College,WFNM 89.1,89.1,89.1wfnm@gmail.com,-,717-358-4096,wfnm.org,-,wfnm89.1,college,,email,,easy,-,IG @wfnm89.1,27
S310,USA,PA,Villanova,Villanova University,WXVU 89.1,89.1,,-,610-519-7202,wxvu.org,"Dougherty Hall Suite 212 800 Lancaster Ave, Villanova, PA",wxvuradio,college,,,,hard,Schedule,IG @wxvuradio,27
S311,USA,PA,West Chester,West Chester University,WCUR 91.7,91.7,wcursocmed@gmail.com,-,610-436-2478,-,-,wcur917thecu,college,,email,,easy,-,IG @wcur917thecu rve,27
S312,USA,RI,Bristol,Bryant University,WJMF 88.7,88.7,dbryce@bryant.edu,David Bryce,401-232-6044,wjmf.bryant.edu,"WJMF Radio Station 1150 Douglas Pike Smithfield, RI 02917",wjmfradio,college,,email,,easy,-,IG @wjmfradio,27
S313,USA,RI,Bristol,Roger Williams University,WQRI 88.3,88.3,,-,401-254-3800,wqri883fm.com Submission Form,"Roger Williams University Attn: WQRI 88.3 FM 1 Old Ferry Rd. Bristol, RI 02809",wqri883,college,,form,,medium,Schedule,IG @wqri883,27
S314,USA,RI,Kingston,University of Rhode Island,WRIU 90.3,90.3,hiphopsubmissions@wriu.org,DJs List,401-792-9030,wriu.org,"WRIU 326 Memorial Union Kingston, RI 02881",wriuradio,college,hip-hop,email,,easy,Schedule,IG @wriuradio,27
S315,USA,RI,Providence,Brown University,WBRU 101.1,101.1,heydj@wbru.com,-,-,wbru.com,"WBRU PD/MD 88 Benevolent St. Providence, RI 02906",,college,,email,,easy,Schedule,-,28
S316,USA,RI,Providence,Rhode Island College,WXIN 90.7,90.7,urban@ricradio.org,Carmo,401-456-8541,RICRadio.com,"Carmo Barbosa Ducey Media Center Suite 228 600 Mount Pleasant Ave. Providence, RI 02908",ricradio,college,,physical; email,,easy,-,send CD IG @ricradio,28
S317,USA,SC,Clemson,Clemson University,WSBF 88.1,88.1,music@wsbf.net,-,864-656-4011,wsbf.net,-,wsbf_fm,college,,email,,easy,Schedule,IG @wsbf_fm,28
S318,USA,SC,Columbia,University of South Carolina,WUSC 90.5,90.5,,"Nick Gerace, Koleman Werner",-,wusc.sc.edu,"WUSC RHUU Rm 343 1400 Greene St. Columbia, SC 29208",wuscfm,college,,,,hard,Schedule,submit online website IG @wuscfm,28
